user_id,age,gender,city,product_category,price,quantity,payment_method,purchase_time,delivery_days,rating,total_spent
U05765,31,M,Bandung,Sports,1021000,2,E-Wallet,2024-06-07 03:21:28,3,5,2042000
U00970,17,M,Medan,Fashion,857000,1,Transfer,2024-06-26 02:40:53,2,4,857000
U02547,18,F,Yogyakarta,Beauty,58000,1,COD,2024-01-05 02:12:28,1,5,58000
U05294,22,M,Medan,Automotive,686000,1,E-Wallet,2024-04-04 00:43:13,6,5,686000
U05783,34,M,Palembang,Electronics,3288000,1,PayLater,2024-04-15 03:08:05,1,4,3288000
U02648,17,M,Balikpapan,Health,45000,2,COD,2024-03-18 00:07:06,9,4,90000
U05629,23,M,Medan,Toys,399000,1,Transfer,2024-02-11 20:01:19,6,4,399000
U00778,28,M,Denpasar,Books,330000,2,Transfer,2024-05-14 05:38:17,4,5,660000
U01334,43,M,Jakarta,Sports,951000,1,E-Wallet,2024-01-17 10:37:13,2,5,951000
U02118,21,F,Jakarta,Books,135000,1,COD,2024-06-21 14:13:59,3,5,135000
U02389,38,F,Yogyakarta,Health,415000,1,COD,2024-06-30 00:11:04,5,4,415000
U03104,40,M,Bandung,Books,128000,4,Transfer,2024-05-19 06:27:48,2,5,512000
U03115,34,M,Yogyakarta,Food,19000,2,E-Wallet,2024-06-18 01:49:00,2,4,38000
U04214,17,F,Bandung,Beauty,87000,2,Credit Card,2024-02-23 16:34:48,1,3,174000
U02937,25,F,Semarang,Fashion,177000,2,E-Wallet,2024-01-06 19:04:20,3,4,354000
U04111,40,M,Bandung,Health,135000,1,COD,2024-04-15 05:42:09,3,4,135000
U01346,17,F,Bandung,Automotive,592000,1,COD,2024-04-28 04:32:58,6,3,592000
U02042,26,M,Jakarta,Home,330000,1,PayLater,2024-05-29 06:14:10,3,4,330000
U05007,39,F,Makassar,Books,116000,1,Transfer,2024-06-24 23:13:06,4,3,116000
U02675,21,F,Makassar,Automotive,1812000,3,E-Wallet,2024-03-25 16:48:28,7,5,5436000
U01556,33,M,Medan,Fashion,246000,1,PayLater,2024-04-14 05:41:19,6,4,246000
U00690,34,F,Jakarta,Home,649000,1,E-Wallet,2024-06-16 09:11:31,4,4,649000
U04870,25,M,Bandung,Home,90000,1,Transfer,2024-02-04 11:26:38,3,4,90000
U05711,31,F,Balikpapan,Books,109000,4,E-Wallet,2024-04-17 08:23:01,2,4,436000
U03453,29,F,Bandung,Food,106000,6,Transfer,2024-05-12 10:07:36,3,4,636000
U01535,26,F,Semarang,Sports,927000,1,E-Wallet,2024-06-26 09:16:38,5,5,927000
U00120,37,M,Makassar,Food,111000,6,COD,2024-06-18 07:29:55,11,3,666000
U05833,20,M,Medan,Electronics,2141000,1,Credit Card,2024-04-05 16:41:57,3,4,2141000
U04160,31,M,Makassar,Electronics,2314000,2,Transfer,2024-05-05 10:11:25,7,4,4628000
U04556,27,M,Makassar,Electronics,1081000,1,Credit Card,2024-01-01 02:56:00,3,5,1081000
U05846,25,M,Surabaya,Electronics,3129000,1,E-Wallet,2024-02-11 22:30:59,1,5,3129000
U04055,21,F,Balikpapan,Home,262000,1,PayLater,2024-04-22 14:20:07,5,4,262000
U02853,20,M,Jakarta,Sports,623000,1,Transfer,2024-06-02 02:30:32,3,4,623000
U01614,29,F,Palembang,Electronics,1783000,2,Credit Card,2024-01-02 18:31:46,2,4,3566000
U03034,21,F,Bandung,Beauty,127000,1,E-Wallet,2024-02-01 14:51:30,2,5,127000
U02784,21,F,Bandung,Beauty,254000,1,PayLater,2024-04-05 16:57:43,2,4,254000
U02937,25,F,Semarang,Electronics,2565000,1,Transfer,2024-02-17 23:17:21,12,3,2565000
U05660,24,F,Makassar,Food,60000,2,E-Wallet,2024-05-26 13:09:49,6,3,120000
U04064,33,M,Semarang,Books,70000,1,E-Wallet,2024-02-08 21:46:05,1,4,70000
U05078,39,F,Jakarta,Electronics,5317000,1,E-Wallet,2024-02-12 14:39:39,1,4,5317000
U03889,31,M,Surabaya,Electronics,2186000,3,COD,2024-06-25 01:49:52,6,4,6558000
U03785,34,F,Denpasar,Health,238000,2,E-Wallet,2024-01-03 22:59:38,4,5,476000
U02627,43,F,Semarang,Books,105000,3,E-Wallet,2024-06-17 07:40:24,3,4,315000
U03545,42,M,Balikpapan,Food,30000,3,Transfer,2024-01-03 07:13:41,3,4,90000
U01150,22,M,Yogyakarta,Beauty,162000,1,E-Wallet,2024-05-17 21:28:18,5,4,162000
U05068,44,F,Medan,Toys,125000,2,PayLater,2024-06-02 21:32:39,4,4,250000
U04803,17,F,Medan,Toys,257000,4,Transfer,2024-06-26 01:48:48,5,4,1028000
U01710,21,M,Bandung,Fashion,30000,2,E-Wallet,2024-06-05 05:37:34,4,3,60000
U03159,42,F,Medan,Home,315000,1,Transfer,2024-05-29 15:28:35,10,4,315000
U01367,30,M,Jakarta,Beauty,125000,4,E-Wallet,2024-06-14 12:09:44,1,4,500000
U05943,30,M,Yogyakarta,Electronics,887000,2,Transfer,2024-01-26 11:20:34,5,3,1774000
U04050,34,F,Palembang,Health,182000,3,PayLater,2024-03-28 23:24:38,1,4,546000
U04491,34,F,Bandung,Food,37000,2,E-Wallet,2024-03-28 18:35:22,1,5,74000
U04580,37,F,Makassar,Food,49000,1,PayLater,2024-06-01 16:23:50,7,4,49000
U04762,36,F,Denpasar,Automotive,429000,1,E-Wallet,2024-02-12 19:38:30,5,4,429000
U00456,23,M,Surabaya,Electronics,3420000,1,Credit Card,2024-06-13 21:15:51,4,5,3420000
U04306,17,F,Palembang,Electronics,2538000,1,E-Wallet,2024-02-14 14:28:29,4,4,2538000
U04621,26,F,Makassar,Sports,477000,1,PayLater,2024-06-29 17:57:13,2,5,477000
U00676,23,M,Semarang,Food,52000,4,COD,2024-06-27 05:32:28,7,4,208000
U01002,38,F,Semarang,Books,400000,1,PayLater,2024-02-24 18:57:16,5,4,400000
U04072,24,M,Bandung,Electronics,1551000,1,Credit Card,2024-06-05 04:09:47,2,4,1551000
U00896,36,F,Medan,Food,30000,1,COD,2024-05-15 12:40:42,3,4,30000
U05100,31,F,Denpasar,Fashion,93000,2,Transfer,2024-03-29 15:49:31,8,4,186000
U05696,35,F,Bandung,Books,188000,1,Transfer,2024-01-23 20:08:45,3,4,188000
U02355,41,M,Yogyakarta,Fashion,664000,3,COD,2024-06-07 08:22:35,6,4,1992000
U03094,34,M,Jakarta,Food,27000,5,Transfer,2024-01-31 11:19:25,2,4,135000
U00060,39,F,Bandung,Toys,155000,1,Transfer,2024-06-12 07:03:02,2,5,155000
U04482,33,F,Jakarta,Automotive,491000,1,COD,2024-06-20 13:15:52,3,4,491000
U05532,23,M,Palembang,Sports,355000,1,PayLater,2024-03-11 22:09:00,3,3,355000
U02765,32,M,Surabaya,Food,14000,3,PayLater,2024-01-31 06:32:54,3,4,42000
U01795,32,F,Denpasar,Home,735000,1,E-Wallet,2024-06-26 03:50:43,1,5,735000
U03263,22,M,Semarang,Sports,891000,1,Transfer,2024-06-09 06:35:27,1,4,891000
U02530,20,F,Yogyakarta,Automotive,166000,1,PayLater,2024-03-17 11:06:10,5,5,166000
U01943,32,M,Medan,Automotive,2164000,1,E-Wallet,2024-05-31 04:10:02,10,3,2164000
U05687,41,M,Balikpapan,Health,438000,3,E-Wallet,2024-04-07 06:59:45,7,4,1314000
U03488,36,M,Palembang,Toys,30000,4,Transfer,2024-03-04 03:21:32,10,4,120000
U04892,19,F,Jakarta,Electronics,378000,2,Transfer,2024-04-18 12:36:51,2,4,756000
U04988,31,M,Palembang,Books,91000,3,Transfer,2024-01-11 21:16:29,4,3,273000
U05379,35,F,Denpasar,Toys,476000,2,E-Wallet,2024-06-07 15:29:46,2,4,952000
U03422,29,M,Bandung,Automotive,774000,1,E-Wallet,2024-04-26 06:49:50,2,5,774000
U04697,35,F,Surabaya,Health,143000,5,COD,2024-05-30 16:06:44,3,5,715000
U05342,34,M,Medan,Home,625000,1,Transfer,2024-06-02 03:38:32,1,5,625000
U05533,42,F,Balikpapan,Beauty,71000,3,PayLater,2024-03-07 06:07:08,11,3,213000
U04079,27,M,Jakarta,Electronics,4235000,1,Credit Card,2024-05-15 01:51:58,5,4,4235000
U01374,17,F,Surabaya,Home,389000,2,E-Wallet,2024-01-22 04:39:18,8,4,778000
U03554,53,M,Yogyakarta,Food,15000,3,PayLater,2024-01-28 02:07:29,4,4,45000
U03673,20,M,Surabaya,Health,81000,5,E-Wallet,2024-05-15 13:32:33,3,5,405000
U01083,27,M,Denpasar,Automotive,818000,1,Transfer,2024-01-24 01:18:33,7,4,818000
U04248,50,M,Balikpapan,Toys,154000,1,PayLater,2024-01-17 11:22:24,6,5,154000
U00934,17,F,Yogyakarta,Electronics,1315000,3,PayLater,2024-03-25 16:45:27,4,4,3945000
U02588,28,F,Medan,Food,57000,3,COD,2024-05-23 10:23:17,2,4,171000
U05438,41,F,Jakarta,Sports,497000,1,E-Wallet,2024-03-28 19:56:12,2,5,497000
U04086,28,F,Surabaya,Electronics,732000,1,E-Wallet,2024-06-18 16:00:03,2,4,732000
U00558,26,M,Surabaya,Fashion,499000,1,E-Wallet,2024-06-27 01:49:03,1,5,499000
U05594,33,M,Bandung,Automotive,576000,1,COD,2024-02-07 11:31:01,3,4,576000
U05966,31,F,Surabaya,Electronics,2323000,1,PayLater,2024-05-13 21:59:18,6,4,2323000
U04714,33,F,Semarang,Electronics,1854000,3,E-Wallet,2024-04-14 00:52:43,4,5,5562000
U05916,22,F,Surabaya,Beauty,94000,1,E-Wallet,2024-04-26 20:06:45,4,4,94000
U04120,21,F,Jakarta,Health,267000,5,Transfer,2024-02-15 00:51:09,1,4,1335000
U01543,45,F,Semarang,Toys,200000,3,PayLater,2024-02-02 18:39:08,4,4,600000
U05095,29,F,Bandung,Health,148000,5,Transfer,2024-06-24 11:15:49,1,4,740000
U02383,33,M,Yogyakarta,Books,25000,2,COD,2024-05-19 14:23:13,9,3,50000
U05553,28,F,Yogyakarta,Food,88000,3,COD,2024-05-23 03:08:24,1,4,264000
U04099,29,F,Makassar,Health,125000,1,PayLater,2024-03-11 18:51:08,7,3,125000
U01008,36,F,Palembang,Food,84000,3,PayLater,2024-03-28 22:24:20,2,5,252000
U01282,29,M,Palembang,Food,158000,2,PayLater,2024-06-08 05:55:55,5,4,316000
U04359,35,F,Denpasar,Food,88000,1,Transfer,2024-03-02 12:48:12,4,4,88000
U00121,37,F,Jakarta,Toys,197000,3,E-Wallet,2024-03-07 04:28:39,1,5,591000
U05840,25,F,Medan,Automotive,517000,1,COD,2024-03-02 18:55:22,4,5,517000
U04117,28,F,Makassar,Food,250000,4,COD,2024-04-16 05:49:51,4,3,1000000
U00905,32,F,Jakarta,Food,70000,3,COD,2024-03-08 00:25:16,2,4,210000
U00140,19,F,Semarang,Automotive,732000,1,E-Wallet,2024-01-12 10:50:16,2,4,732000
U01816,22,M,Semarang,Electronics,1523000,2,Credit Card,2024-02-02 15:08:46,6,4,3046000
U05409,28,F,Jakarta,Books,53000,1,E-Wallet,2024-05-05 13:06:12,3,4,53000
U04302,18,M,Surabaya,Food,12000,5,E-Wallet,2024-04-25 07:11:04,4,5,60000
U04139,38,M,Balikpapan,Food,145000,2,E-Wallet,2024-06-06 12:21:10,1,5,290000
U01029,36,F,Bandung,Food,28000,4,COD,2024-02-29 12:14:46,1,4,112000
U02255,19,F,Yogyakarta,Food,43000,2,E-Wallet,2024-03-18 09:15:31,3,3,86000
U05959,26,M,Surabaya,Books,92000,2,E-Wallet,2024-03-04 21:29:51,3,5,184000
U00345,26,F,Balikpapan,Health,385000,1,COD,2024-05-09 14:39:42,8,4,385000
U05262,23,F,Surabaya,Home,244000,3,PayLater,2024-03-02 05:32:02,2,5,732000
U02420,18,F,Makassar,Toys,227000,3,COD,2024-01-28 15:18:46,5,4,681000
U03304,21,F,Semarang,Books,143000,2,E-Wallet,2024-05-07 04:33:35,3,4,286000
U03236,32,M,Makassar,Fashion,80000,1,Transfer,2024-06-29 00:24:34,6,4,80000
U02595,38,M,Bandung,Beauty,44000,5,COD,2024-05-12 10:47:39,4,5,220000
U01388,44,M,Semarang,Sports,234000,2,COD,2024-04-24 23:16:55,3,5,468000
U04018,36,M,Surabaya,Electronics,2054000,1,Transfer,2024-04-12 13:49:59,7,3,2054000
U00984,30,M,Balikpapan,Food,54000,1,Transfer,2024-06-25 19:10:33,7,4,54000
U04431,17,F,Makassar,Health,130000,1,Transfer,2024-06-20 06:24:16,3,4,130000
U02123,30,M,Makassar,Beauty,199000,3,Credit Card,2024-04-06 23:03:38,5,4,597000
U05420,19,M,Yogyakarta,Fashion,116000,3,E-Wallet,2024-02-08 16:39:04,2,5,348000
U02995,21,F,Semarang,Fashion,188000,2,Credit Card,2024-06-23 19:08:16,4,4,376000
U02901,30,F,Jakarta,Fashion,195000,2,Transfer,2024-05-10 21:50:27,3,5,390000
U00776,17,F,Jakarta,Food,27000,1,E-Wallet,2024-06-17 16:36:00,3,5,27000
U03919,39,M,Semarang,Fashion,1062000,1,E-Wallet,2024-06-30 15:33:46,1,5,1062000
U04982,38,F,Jakarta,Electronics,381000,1,E-Wallet,2024-02-12 05:49:18,4,3,381000
U00736,34,M,Palembang,Food,119000,1,E-Wallet,2024-03-30 19:21:16,4,4,119000
U05148,28,F,Jakarta,Beauty,221000,1,COD,2024-04-15 00:51:20,1,4,221000
U01487,17,M,Yogyakarta,Electronics,3049000,1,Transfer,2024-06-28 09:34:10,8,4,3049000
U00396,26,F,Medan,Electronics,1852000,1,COD,2024-02-11 17:24:40,11,3,1852000
U04779,20,F,Medan,Electronics,4405000,3,Transfer,2024-06-04 18:07:14,2,4,13215000
U02002,29,F,Medan,Fashion,154000,3,E-Wallet,2024-04-28 03:59:38,7,4,462000
U03448,23,M,Jakarta,Fashion,279000,1,COD,2024-01-16 22:01:45,3,4,279000
U00364,34,F,Medan,Home,440000,2,COD,2024-06-02 10:44:53,1,4,880000
U03288,28,M,Semarang,Food,42000,1,E-Wallet,2024-02-04 01:22:16,5,4,42000
U01855,39,F,Surabaya,Fashion,231000,4,COD,2024-03-10 10:00:39,1,4,924000
U05878,33,F,Bandung,Toys,97000,2,Credit Card,2024-01-09 10:28:55,1,3,194000
U04189,26,M,Surabaya,Home,262000,1,Transfer,2024-01-13 18:37:40,3,4,262000
U05695,45,F,Balikpapan,Electronics,5235000,1,Credit Card,2024-03-17 15:10:56,5,4,5235000
U04362,23,F,Jakarta,Fashion,1500000,4,E-Wallet,2024-03-30 11:18:44,1,5,6000000
U05131,34,F,Palembang,Health,203000,5,Credit Card,2024-01-18 18:38:53,4,4,1015000
U05210,31,F,Jakarta,Health,253000,2,E-Wallet,2024-04-20 08:35:51,2,4,506000
U00744,30,M,Surabaya,Fashion,253000,1,E-Wallet,2024-01-16 20:05:23,3,4,253000
U00374,39,M,Denpasar,Fashion,291000,3,E-Wallet,2024-01-07 05:45:22,7,3,873000
U05906,27,F,Yogyakarta,Home,612000,2,E-Wallet,2024-06-22 03:08:28,1,5,1224000
U04190,29,M,Yogyakarta,Home,863000,2,E-Wallet,2024-03-03 09:33:05,5,4,1726000
U04128,46,F,Surabaya,Food,146000,6,COD,2024-01-19 04:45:33,1,5,876000
U03735,37,M,Makassar,Home,225000,1,PayLater,2024-02-26 06:23:37,6,4,225000
U04085,42,F,Palembang,Fashion,1500000,3,COD,2024-01-01 02:22:05,5,4,4500000
U00140,19,F,Semarang,Electronics,1908000,1,COD,2024-06-08 11:48:10,5,3,1908000
U05690,28,F,Yogyakarta,Home,460000,2,Transfer,2024-05-21 23:58:11,5,4,920000
U03021,41,M,Medan,Health,105000,2,Transfer,2024-04-05 18:32:15,5,4,210000
U03293,41,M,Bandung,Electronics,1300000,1,COD,2024-03-30 06:39:31,1,5,1300000
U05339,27,F,Jakarta,Sports,596000,1,Transfer,2024-03-24 01:48:49,3,5,596000
U01565,37,M,Makassar,Food,78000,5,COD,2024-05-16 00:24:15,8,4,390000
U05679,33,F,Yogyakarta,Fashion,315000,1,Transfer,2024-04-10 13:17:02,2,4,315000
U00058,27,M,Denpasar,Toys,137000,4,Transfer,2024-04-20 08:36:33,9,4,548000
U03497,37,F,Jakarta,Food,10000,2,COD,2024-03-26 16:46:16,4,3,20000
U05395,17,F,Jakarta,Beauty,35000,3,E-Wallet,2024-01-09 12:29:17,1,4,105000
U02188,28,F,Jakarta,Food,50000,5,Transfer,2024-06-24 05:19:30,2,4,250000
U05143,39,M,Jakarta,Electronics,2191000,1,E-Wallet,2024-06-29 05:47:40,2,4,2191000
U02949,28,M,Yogyakarta,Beauty,94000,6,Transfer,2024-02-15 09:48:55,3,4,564000
U04474,35,F,Surabaya,Food,30000,3,Credit Card,2024-02-17 08:31:25,6,4,90000
U05018,48,M,Makassar,Electronics,2131000,1,Transfer,2024-06-15 02:03:35,6,4,2131000
U00373,43,M,Jakarta,Beauty,117000,6,Credit Card,2024-05-25 12:45:12,1,5,702000
U03135,30,M,Makassar,Electronics,1240000,3,Transfer,2024-02-21 23:22:46,12,3,3720000
U01588,27,M,Surabaya,Fashion,68000,1,Transfer,2024-04-05 05:14:56,3,4,68000
U00778,28,M,Denpasar,Books,55000,1,Transfer,2024-01-30 23:16:47,2,4,55000
U05462,36,F,Jakarta,Electronics,3327000,1,PayLater,2024-02-25 21:54:32,1,4,3327000
U04263,37,F,Jakarta,Beauty,64000,6,COD,2024-04-06 15:21:19,4,4,384000
U03223,42,M,Yogyakarta,Health,225000,3,Transfer,2024-02-05 16:07:55,1,5,675000
U03679,41,F,Yogyakarta,Fashion,559000,3,Credit Card,2024-04-05 20:41:23,3,3,1677000
U04680,32,M,Balikpapan,Food,28000,1,COD,2024-05-29 00:11:17,4,4,28000
U02549,39,M,Bandung,Home,306000,1,Transfer,2024-01-29 11:32:11,2,4,306000
U02944,28,M,Surabaya,Food,99000,1,COD,2024-01-08 15:32:37,5,5,99000
U00999,25,F,Makassar,Beauty,299000,2,E-Wallet,2024-01-06 08:36:53,5,4,598000
U00560,26,F,Denpasar,Food,31000,1,Credit Card,2024-02-22 02:30:29,5,4,31000
U03344,41,F,Jakarta,Electronics,556000,1,Transfer,2024-02-26 18:49:47,3,4,556000
U03502,24,F,Denpasar,Electronics,4169000,3,E-Wallet,2024-04-06 18:05:16,3,4,12507000
U04015,29,M,Palembang,Books,150000,1,PayLater,2024-05-29 20:51:41,6,4,150000
U05108,30,M,Semarang,Fashion,280000,2,Transfer,2024-03-26 07:24:43,3,5,560000
U03679,41,F,Yogyakarta,Toys,360000,1,Transfer,2024-06-23 11:09:19,2,5,360000
U04329,45,F,Semarang,Books,43000,3,Transfer,2024-05-18 21:37:11,6,3,129000
U04656,49,M,Palembang,Electronics,2277000,1,Credit Card,2024-06-13 05:11:24,2,5,2277000
U05328,32,F,Makassar,Fashion,173000,1,Credit Card,2024-05-31 15:55:30,2,5,173000
U05859,27,F,Palembang,Fashion,323000,1,PayLater,2024-04-28 19:52:29,8,3,323000
U05621,27,M,Jakarta,Beauty,221000,2,PayLater,2024-03-26 07:00:15,4,4,442000
U00921,40,F,Denpasar,Toys,375000,2,Credit Card,2024-06-19 09:01:13,5,4,750000
U01243,25,F,Denpasar,Electronics,2633000,1,Transfer,2024-04-22 21:40:00,5,3,2633000
U00081,28,M,Bandung,Fashion,252000,1,Transfer,2024-04-07 20:33:57,3,4,252000
U03621,18,M,Medan,Food,61000,2,COD,2024-06-15 14:09:24,1,5,122000
U02662,22,M,Bandung,Fashion,274000,1,Transfer,2024-04-07 05:27:18,2,3,274000
U04799,17,M,Palembang,Home,270000,1,E-Wallet,2024-06-04 21:08:51,6,4,270000
U00541,38,M,Jakarta,Food,38000,1,Credit Card,2024-04-21 08:59:49,1,4,38000
U05946,38,M,Surabaya,Fashion,281000,4,PayLater,2024-04-27 12:35:33,8,4,1124000
U01275,41,M,Yogyakarta,Home,659000,1,E-Wallet,2024-04-21 11:43:11,3,5,659000
U02786,27,F,Jakarta,Food,31000,1,E-Wallet,2024-06-09 07:01:37,4,4,31000
U03487,44,M,Denpasar,Food,23000,1,PayLater,2024-04-06 19:31:43,6,3,23000
U03158,31,F,Jakarta,Fashion,65000,2,COD,2024-01-13 09:59:25,1,5,130000
U04718,41,F,Bandung,Home,173000,2,Transfer,2024-03-15 21:22:24,5,4,346000
U05337,25,M,Surabaya,Food,34000,2,E-Wallet,2024-04-28 21:15:28,6,4,68000
U02244,17,F,Semarang,Fashion,155000,1,PayLater,2024-02-15 06:53:27,4,4,155000
U03043,25,F,Jakarta,Electronics,1420000,1,COD,2024-02-04 22:23:33,7,3,1420000
U01321,31,M,Jakarta,Electronics,745000,1,Credit Card,2024-06-22 00:27:41,2,3,745000
U02994,28,M,Semarang,Electronics,487000,1,COD,2024-05-24 02:14:37,2,5,487000
U02092,33,F,Medan,Food,54000,2,Credit Card,2024-06-01 15:15:51,4,5,108000
U05563,24,F,Makassar,Fashion,231000,2,Credit Card,2024-01-20 08:19:10,2,4,462000
U05210,31,F,Jakarta,Food,77000,5,PayLater,2024-05-16 18:48:18,2,5,385000
U04059,39,F,Medan,Fashion,375000,3,Transfer,2024-01-13 15:47:51,3,4,1125000
U03026,27,M,Jakarta,Home,550000,2,Transfer,2024-02-11 23:44:52,5,4,1100000
U05741,33,M,Semarang,Sports,419000,1,COD,2024-02-20 21:08:58,2,4,419000
U04155,39,F,Surabaya,Food,92000,2,E-Wallet,2024-06-15 20:27:23,2,4,184000
U00479,58,F,Makassar,Electronics,4693000,1,Credit Card,2024-06-24 00:16:58,9,4,4693000
U02666,18,M,Yogyakarta,Electronics,1078000,1,Transfer,2024-05-10 03:00:07,3,5,1078000
U01757,29,M,Denpasar,Fashion,363000,2,E-Wallet,2024-06-10 17:36:16,4,4,726000
U01799,40,M,Makassar,Food,32000,3,E-Wallet,2024-01-18 19:57:04,4,3,96000
U05714,34,M,Balikpapan,Electronics,2019000,1,E-Wallet,2024-03-22 06:00:47,7,4,2019000
U04880,39,M,Bandung,Fashion,448000,1,Transfer,2024-05-10 20:19:28,1,5,448000
U03121,26,M,Makassar,Automotive,522000,1,E-Wallet,2024-04-22 17:58:45,6,4,522000
U05497,29,F,Surabaya,Electronics,889000,1,Credit Card,2024-03-16 09:30:03,6,3,889000
U05152,22,M,Semarang,Health,102000,1,COD,2024-02-03 05:50:37,1,5,102000
U05606,32,F,Bandung,Toys,97000,3,Credit Card,2024-02-06 07:31:08,3,5,291000
U02988,31,F,Jakarta,Toys,89000,1,COD,2024-03-11 01:06:22,1,3,89000
U02579,33,F,Bandung,Automotive,1471000,1,Transfer,2024-05-23 02:12:08,5,4,1471000
U01027,30,M,Yogyakarta,Electronics,2514000,1,Credit Card,2024-01-17 18:27:33,6,4,2514000
U04474,35,F,Surabaya,Electronics,1046000,1,COD,2024-02-23 00:32:57,1,5,1046000
U04668,45,M,Semarang,Electronics,869000,2,E-Wallet,2024-03-19 22:05:08,4,3,1738000
U01955,25,F,Makassar,Electronics,912000,2,PayLater,2024-02-28 14:06:02,5,4,1824000
U03314,21,F,Jakarta,Fashion,128000,3,PayLater,2024-03-02 09:54:20,3,4,384000
U01565,37,M,Makassar,Toys,425000,3,COD,2024-02-27 21:44:03,3,4,1275000
U00587,26,M,Jakarta,Fashion,196000,1,PayLater,2024-06-12 14:56:19,5,4,196000
U05715,34,F,Surabaya,Fashion,943000,3,E-Wallet,2024-02-19 06:21:24,4,4,2829000
U04453,40,F,Jakarta,Sports,376000,1,E-Wallet,2024-03-22 17:32:53,2,4,376000
U00685,19,M,Jakarta,Electronics,1157000,1,PayLater,2024-04-07 17:25:06,3,4,1157000
U03269,32,M,Jakarta,Food,95000,4,E-Wallet,2024-01-26 11:39:44,1,4,380000
U03491,27,F,Bandung,Fashion,65000,1,Credit Card,2024-02-29 01:27:44,3,5,65000
U00659,32,F,Palembang,Toys,216000,2,E-Wallet,2024-02-16 21:57:42,7,4,432000
U01297,38,F,Semarang,Home,179000,1,Transfer,2024-06-24 20:15:14,1,5,179000
U01526,40,M,Jakarta,Beauty,27000,2,Transfer,2024-01-05 19:39:09,1,5,54000
U02083,17,F,Jakarta,Electronics,1595000,2,E-Wallet,2024-06-17 16:02:47,1,4,3190000
U05790,31,M,Makassar,Health,253000,3,Credit Card,2024-05-29 07:06:21,6,3,759000
U05754,18,M,Denpasar,Fashion,246000,1,E-Wallet,2024-06-24 12:02:18,4,4,246000
U04608,34,M,Bandung,Sports,413000,2,Transfer,2024-02-09 01:48:00,4,4,826000
U01072,34,M,Denpasar,Health,22000,5,COD,2024-01-01 13:55:10,3,4,110000
U02321,34,F,Bandung,Home,375000,1,Credit Card,2024-02-05 07:16:15,4,5,375000
U05733,39,F,Denpasar,Home,377000,2,Credit Card,2024-04-19 23:43:24,5,4,754000
U05109,20,M,Medan,Electronics,2675000,1,Transfer,2024-02-28 17:28:15,7,4,2675000
U02575,54,M,Surabaya,Food,23000,3,E-Wallet,2024-06-06 12:06:42,2,5,69000
U05248,17,M,Makassar,Toys,339000,4,Transfer,2024-01-10 02:34:22,5,4,1356000
U00210,60,F,Medan,Electronics,1212000,1,Transfer,2024-01-02 00:00:43,8,3,1212000
U00624,42,M,Semarang,Automotive,512000,1,E-Wallet,2024-05-24 11:15:59,5,3,512000
U01806,17,M,Bandung,Sports,560000,1,Credit Card,2024-06-24 17:50:03,2,3,560000
U05262,23,F,Surabaya,Food,21000,4,Transfer,2024-01-22 08:07:23,1,4,84000
U04269,20,F,Bandung,Home,744000,2,E-Wallet,2024-03-17 08:21:12,3,4,1488000
U05985,44,F,Jakarta,Electronics,671000,1,E-Wallet,2024-02-02 21:57:40,2,4,671000
U03750,17,F,Bandung,Fashion,335000,1,E-Wallet,2024-02-25 03:21:30,3,4,335000
U04543,17,M,Makassar,Fashion,179000,4,PayLater,2024-06-18 00:36:30,6,4,716000
U00011,26,F,Jakarta,Food,44000,6,PayLater,2024-06-25 08:39:57,4,4,264000
U00761,25,F,Balikpapan,Automotive,80000,3,COD,2024-06-13 08:48:56,4,4,240000
U01328,29,F,Palembang,Food,33000,6,Credit Card,2024-05-17 05:08:16,8,4,198000
U05880,33,F,Jakarta,Home,361000,1,PayLater,2024-06-10 11:11:12,3,4,361000
U01178,29,M,Makassar,Fashion,627000,4,Transfer,2024-05-19 09:30:05,6,4,2508000
U02371,29,F,Jakarta,Books,97000,3,E-Wallet,2024-04-25 17:21:24,5,4,291000
U03609,18,M,Jakarta,Home,264000,1,Transfer,2024-03-29 08:19:04,4,3,264000
U00977,26,M,Makassar,Food,89000,5,E-Wallet,2024-04-10 04:17:31,4,4,445000
U02493,26,F,Yogyakarta,Health,99000,4,Credit Card,2024-03-05 16:06:43,1,4,396000
U02390,39,F,Semarang,Automotive,1302000,1,E-Wallet,2024-02-05 05:26:10,7,5,1302000
U02458,32,F,Semarang,Beauty,151000,4,Transfer,2024-02-14 16:19:30,2,5,604000
U03674,37,M,Surabaya,Health,75000,3,PayLater,2024-02-12 00:57:32,3,4,225000
U02553,47,F,Medan,Home,806000,2,PayLater,2024-04-05 00:29:11,3,4,1612000
U05897,17,M,Surabaya,Toys,288000,3,Transfer,2024-05-21 11:46:18,5,3,864000
U04136,27,F,Denpasar,Food,93000,6,E-Wallet,2024-01-20 23:24:09,2,4,558000
U01483,46,M,Bandung,Electronics,1524000,1,Transfer,2024-06-17 06:46:40,1,5,1524000
U02311,27,M,Denpasar,Health,215000,4,PayLater,2024-01-31 18:29:59,5,3,860000
U03742,35,F,Jakarta,Fashion,813000,1,E-Wallet,2024-02-10 21:42:19,1,4,813000
U03840,27,M,Medan,Fashion,239000,3,E-Wallet,2024-03-25 18:36:09,2,5,717000
U02756,26,F,Surabaya,Fashion,160000,2,COD,2024-01-14 11:17:00,4,4,320000
